cutoff_score,department,college,community,ex_serviceman,sports,differently_abled
200,ME,1,BC,no,no,no
200,EC,1,BC,no,no,no
200,CS,1,BC,no,no,no
199.5,CS,1,MBC/DNC,no,no,no
199.5,EE,1,BC,no,no,no
199.33,CS,1,MBC/DNC,no,no,no
199,CS,1,OC,no,no,no
199,CS,1,BC,no,no,no
198.75,CS,1,BCM,no,no,no
198.75,EC,1,BC,no,no,no
198.75,CS,1,BC,no,no,no
198.75,CS,1,BC,no,no,no
198.67,CS,1,OC,no,no,no
198.5,EC,1,BC,no,no,no
198.5,CS,1,SC,no,no,no
198.5,EC,1,BC,no,no,no
198.5,CS,1,BC,no,no,no
198.5,CS,1,BC,no,no,no
198.5,MI,1,BC,no,no,no
198.5,CS,1,BC,no,no,no
198.33,EE,1,BC,no,no,no
198.25,BY,1,SC,no,no,no
198.25,EC,1,OC,no,no,no
198.25,EC,1,MBC/DNC,no,no,no
198,CS,1,BC,no,no,no
198,CS,1,OC,no,no,no
198,EC,1,BC,no,no,no
198,ME,1,SCA,no,no,no
198,CS,1,BC,no,no,no
198,CS,1,BC,no,no,no
198,CS,1,BC,no,no,no
198,EC,1,BC,no,no,no
198,CS,1,BC,no,no,no
198,EC,1,BC,no,no,no
198,EC,1,BC,no,no,no
198,CS,1,BC,no,no,no
198,IM,1,OC,no,no,no
198,CM,1,OC,no,no,no
197.75,EE,1,MBC/DNC,no,no,no
197.75,CS,1,SC,no,no,no
197.67,EC,1,OC,no,no,no
197.5,CS,1,BCM,no,no,no
197.5,CS,1,BC,no,no,no
197.5,CM,1,OC,no,no,no
197.5,CM,1,OC,no,no,no
197.5,CS,1,BCM,no,no,no
197.5,EC,1,BCM,no,no,no
197.5,ME,1,OC,no,no,no
197.33,CM,1,BCM,no,no,no
197.33,CM,1,BC,no,no,no
197.25,CS,1,BC,no,no,no
197.25,CM,1,BCM,no,no,no
197.25,CS,1,BC,no,no,no
197.25,CM,1,OC,no,no,no
197.25,EC,1,BCM,no,no,no
197,CS,1,BC,no,no,no
197,EC,1,BCM,no,no,no
197,CS,1,BC,no,no,no
197,CE,1,MBC/DNC,no,no,no
197,ME,1,BC,no,no,no
197,EC,1,BC,no,no,no
197,CM,1,OC,no,no,no
197,CS,1,BC,no,no,no
197,CS,1,BC,no,no,no
197,CS,1,BC,no,no,no
197,CM,1,OC,no,no,no
197,EC,1,MBC/DNC,no,no,no
196.75,EC,1,BC,no,no,no
196.75,CS,1,BC,no,no,no
196.75,EC,1,BC,no,no,no
196.75,CS,1,BC,no,no,no
196.75,EE,1,BC,no,no,no
196.67,CS,1,SC,no,no,no
196.67,EE,1,BC,no,no,no
196.5,ME,1,BC,no,no,no
196.5,CS,1,BC,no,no,no
196.5,CM,1,OC,no,no,no
196.5,EM,1,OC,no,no,no
196.5,CS,1,BC,no,no,no
196.5,EE,1,MBC/DNC,no,no,no
196.5,CM,1,OC,no,no,no
196.5,CS,1,MBC/DNC,no,no,no
196.5,EC,1,BC,no,no,no
196.5,CS,1,MBC/DNC,no,no,no
196.5,CM,1,BC,no,no,no
196.5,CM,1,BC,no,no,no
196.5,ME,1,BC,no,no,no
196.5,EC,1,BC,no,no,no
196.5,EC,1,MBC/DNC,no,no,no
196.5,EE,1,MBC/DNC,no,no,no
196.5,EE,1,BC,no,no,no
196.5,EC,1,BC,no,no,no
196.5,EC,1,BC,no,no,no
196.25,EE,1,BCM,no,no,no
196.25,EC,1,BCM,no,no,no
196.25,CS,1,MBC/DNC,no,no,no
196.25,EC,1,BC,no,no,no
196.25,CM,1,BC,no,no,no
196.25,EC,1,BC,no,no,no
196,EC,1,BC,no,no,no
196,EC,1,BC,no,no,no
196,CS,1,MBC/DNC,no,no,no
196,CM,1,BC,no,no,no
196,EC,1,BC,no,no,no
196,CM,1,BC,no,no,no
196,EC,1,SC,no,no,no
196,CM,1,BC,no,no,no
196,EC,1,BC,no,no,no
196,CM,1,OC,no,no,no
196,CM,1,BC,no,no,no
196,CS,1,MBC/DNC,no,no,no
196,EC,1,BC,no,no,no
196,CM,1,OC,no,no,no
196,CM,1,BCM,no,no,no
196,CM,1,OC,no,no,no
196,CM,1,BC,no,no,no
196,ME,1,OC,no,no,no
196,EC,1,BC,no,no,no
196,CM,1,BC,no,no,no
195.75,EC,1,BC,no,no,no
195.75,CS,1,SC,no,no,no
195.75,CE,1,BC,no,no,no
195.75,EC,1,BC,no,no,no
195.67,EC,1,MBC/DNC,no,no,no
195.5,EC,1,BC,no,no,no
195.5,ME,1,MBC/DNC,no,no,no
195.5,IM,1,BC,no,no,no
195.5,CM,1,BC,no,no,no
195.5,CM,1,BC,no,no,no
195.5,CM,1,OC,no,no,no
195.5,CM,1,OC,no,no,no
195.5,CM,1,OC,no,no,no
195.5,EM,1,OC,no,no,no
195.5,EE,1,BC,no,no,no
195.5,EE,1,BC,no,no,no
195.5,IM,1,BC,no,no,no
195.5,CM,1,BC,no,no,no
195.5,CS,1,MBC/DNC,no,no,no
195.5,CM,1,BC,no,no,no
195.5,EE,1,BC,no,no,no
195.5,BY,1,OC,no,no,no
195.5,CM,1,OC,no,no,no
195.5,EC,1,MBC/DNC,no,no,no
195.5,CM,1,OC,no,no,no
195.5,BY,1,BC,no,no,no
195.5,EM,1,BC,no,no,no
195.5,ME,1,SC,no,no,no
195.33,CM,1,BC,no,no,no
195.25,CS,1,SC,no,no,no
195.25,EE,1,BC,no,no,no
195.25,EE,1,BC,no,no,no
195.25,CE,1,BC,no,no,no
195.25,EE,1,MBC/DNC,no,no,no
195.25,EC,1,MBC/DNC,no,no,no
195.25,ME,1,BC,no,no,no
195,CS,1,MBC/DNC,no,no,no
195,CM,1,BC,no,no,no
195,EM,1,OC,no,no,no
195,EM,1,OC,no,no,no
195,IM,1,OC,no,no,no
195,BY,1,BC,no,no,no
195,IM,1,OC,no,no,no
195,CM,1,BC,no,no,no
195,EM,1,OC,no,no,no
195,CM,1,BC,no,no,no
195,BY,1,OC,no,no,no
195,EC,1,BCM,no,no,no
195,EC,1,MBC/DNC,no,no,no
195,CS,1,MBC/DNC,no,no,no
195,CM,1,BC,no,no,no
195,EM,1,BC,no,no,no
195,EM,1,OC,no,no,no
195,BY,1,BC,no,no,no
195,CM,1,BC,no,no,no
195,EE,1,BC,no,no,no
195,CM,1,BC,no,no,no
195,CS,1,MBC/DNC,no,no,no
195,CM,1,BC,no,no,no
195,EE,1,BC,no,no,no
195,CS,1,MBC/DNC,no,no,no
195,EE,1,OC,no,no,no
195,EM,1,BC,no,no,no
195,CS,1,MBC/DNC,no,no,no
195,CM,1,BC,no,no,no
195,EM,1,BC,no,no,no
195,CM,1,BC,no,no,no
195,IM,1,OC,no,no,no
195,EM,1,BC,no,no,no
195,CM,1,BC,no,no,no
195,IM,1,OC,no,no,no
194.75,ME,1,BC,no,no,no
194.75,EM,1,OC,no,no,no
194.75,ME,1,MBC/DNC,no,no,no
194.75,CS,1,MBC/DNC,no,no,no
194.75,MI,1,BC,no,no,no
194.75,CM,1,BC,no,no,no
194.75,EM,1,OC,no,no,no
194.75,CM,1,BC,no,no,no
194.5,BY,1,BC,no,no,no
194.5,EE,1,BC,no,no,no
194.5,CM,1,MBC/DNC,no,no,no
194.5,EM,1,OC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,EM,1,BC,no,no,no
194.5,IM,1,OC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,ME,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,IM,1,OC,no,no,no
194.5,ME,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CM,1,MBC/DNC,no,no,no
194.5,EM,1,OC,no,no,no
194.5,EM,1,OC,no,no,no
194.5,EE,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,CE,1,BC,no,no,no
194.5,EE,1,BC,no,no,no
194.5,EE,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,ME,1,BC,no,no,no
194.5,CM,1,BC,no,no,no
194.5,IM,1,OC,no,no,no
194.5,CM,1,BC,no,no,no
194.25,CM,1,BC,no,no,no
194.25,EC,1,MBC/DNC,no,no,no
194.25,EC,1,MBC/DNC,no,no,no
194.25,EC,1,MBC/DNC,no,no,no
194.25,CM,1,BC,no,no,no
194.25,CM,1,MBC/DNC,no,no,no
194,EM,1,BC,no,no,no
194,CM,1,BC,no,no,no
194,CM,1,BC,no,no,no
194,CM,1,BC,no,no,no
194,EE,1,BC,no,no,no
194,EM,1,BC,no,no,no
194,CM,1,BC,no,no,no
194,IM,1,BC,no,no,no
194,IM,1,OC,no,no,no
194,IM,1,OC,no,no,no
194,EM,1,OC,no,no,no
194,BY,1,BC,no,no,no
194,ME,1,OC,no,no,no
194,EM,1,BCM,no,no,no
194,IM,1,BC,no,no,no
194,EM,1,OC,no,no,no
194,EE,1,BC,no,no,no
194,CM,1,MBC/DNC,no,no,no
194,BY,1,OC,no,no,no
194,EM,1,OC,no,no,no
194,CS,1,SC,no,no,no
194,EM,1,OC,no,no,no
194,EE,1,BC,no,no,no
194,IM,1,BC,no,no,no
194,EE,1,BC,no,no,no
194,IM,1,OC,no,no,no
194,EM,1,BC,no,no,no
194,EM,1,BC,no,no,no
194,EE,1,BC,no,no,no
194,EM,1,OC,no,no,no
194,EE,1,MBC/DNC,no,no,no
194,EM,1,BC,no,no,no
194,EE,1,BC,no,no,no
194,ME,1,BC,no,no,no
194,EM,1,BC,no,no,no
193.75,ME,1,BCM,no,no,no
193.75,EE,1,MBC/DNC,no,no,no
193.75,BY,1,BC,no,no,no
193.75,ME,1,BC,no,no,no
193.75,CM,1,MBC/DNC,no,no,no
193.5,ME,1,BC,no,no,no
193.5,EE,1,BC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,EM,1,BC,no,no,no
193.5,CM,1,MBC/DNC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,ME,1,OC,no,no,no
193.5,EE,1,BC,no,no,no
193.5,EE,1,BC,no,no,no
193.5,ME,1,MBC/DNC,no,no,no
193.5,EM,1,BC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,EM,1,BC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,IM,1,BC,no,no,no
193.5,EM,1,BC,no,no,no
193.5,EE,1,MBC/DNC,no,no,no
193.5,ME,1,BC,no,no,no
193.5,EM,1,BC,no,no,no
193.33,EM,1,BC,no,no,no
193.25,EE,1,MBC/DNC,no,no,no
193.25,EM,1,BC,no,no,no
193.25,CM,1,MBC/DNC,no,no,no
193.25,EE,1,BCM,no,no,no
193.25,CM,1,MBC/DNC,no,no,no
193.25,EC,1,MBC/DNC,no,no,no
193.25,EC,1,SC,no,no,no
193,EM,1,BCM,no,no,no
193,EC,1,MBC/DNC,no,no,no
193,IM,1,BC,no,no,no
193,EC,1,SC,no,no,no
193,ME,1,BC,no,no,no
193,IM,1,OC,no,no,no
193,ME,1,BC,no,no,no
193,ME,1,MBC/DNC,no,no,no
193,ME,1,BC,no,no,no
193,IE,1,BC,no,no,no
193,CM,1,MBC/DNC,no,no,no
193,IM,1,OC,no,no,no
193,IM,1,OC,no,no,no
193,IM,1,OC,no,no,no
193,EM,1,BC,no,no,no
193,IM,1,BC,no,no,no
193,CM,1,BCM,no,no,no
193,IM,1,BC,no,no,no
193,EC,1,SC,no,no,no
193,EM,1,BC,no,no,no
193,EC,1,SC,no,no,no
193,EM,1,BC,no,no,no
193,CM,1,BCM,no,no,no
193,IM,1,OC,no,no,no
193,IM,1,BC,no,no,no
193,EM,1,BC,no,no,no
193,IM,1,BC,no,no,no
193,IM,1,OC,no,no,no
193,CM,1,MBC/DNC,no,no,no
193,EM,1,BC,no,no,no
193,EM,1,BC,no,no,no
193,EM,1,BC,no,no,no
192.75,EM,1,BC,no,no,no
192.75,EM,1,BC,no,no,no
192.75,EM,1,BC,no,no,no
192.75,CM,1,BCM,no,no,no
192.75,EC,1,SC,no,no,no
192.75,ME,1,BC,no,no,no
192.75,CM,1,MBC/DNC,no,no,no
192.75,EE,1,MBC/DNC,no,no,no
192.67,IM,1,BC,no,no,no
192.5,ME,1,BC,no,no,no
192.5,EC,1,SC,no,no,no
192.5,BY,1,BC,no,no,no
192.5,EE,1,BC,no,no,no
192.5,ME,1,BC,no,no,no
192.5,IM,1,OC,no,no,no
192.5,IM,1,BC,no,no,no
192.5,EM,1,BC,no,no,no
192.5,EM,1,BC,no,no,no
192.5,IM,1,BC,no,no,no
192.5,EM,1,BC,no,no,no
192.5,ME,1,MBC/DNC,no,no,no
192.5,ME,1,OC,no,no,no
192.5,EE,1,MBC/DNC,no,no,no
192.5,CM,1,BCM,no,no,no
192.5,IM,1,BC,no,no,no
192.5,EM,1,BC,no,no,no
192.5,EM,1,BC,no,no,no
192.5,EM,1,MBC/DNC,no,no,no
192.5,IM,1,BC,no,no,no
192.5,CM,1,MBC/DNC,no,no,no
192.5,ME,1,BCM,no,no,no
192.25,CM,1,MBC/DNC,no,no,no
192.25,BY,1,BC,no,no,no
192.25,BY,1,BC,no,no,no
192.25,EM,1,BC,no,no,no
192.25,EM,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,ME,1,BC,no,no,no
192,EE,1,BC,no,no,no
192,GI,1,BC,no,no,no
192,EM,1,MBC/DNC,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,BCM,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,ME,1,BC,no,no,no
192,ME,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,ME,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,ME,1,BC,no,no,no
192,BY,1,BC,no,no,no
192,EE,1,MBC/DNC,no,no,no
192,ME,1,BC,no,no,no
192,BY,1,BC,no,no,no
192,IM,1,BC,no,no,no
192,EM,1,BCM,no,no,no
192,IM,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,ME,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,EM,1,MBC/DNC,no,no,no
192,IM,1,BC,no,no,no
192,ME,1,BC,no,no,no
192,BY,1,OC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,ME,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,BY,1,MBC/DNC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,IM,1,BC,no,no,no
192,IM,1,MBC/DNC,no,no,no
192,ME,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,MBC/DNC,no,no,no
192,IM,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,IM,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
192,EM,1,BC,no,no,no
192,EM,1,BC,no,no,no
192,CM,1,MBC/DNC,no,no,no
191.75,IM,1,MBC/DNC,no,no,no
191.75,BY,1,MBC/DNC,no,no,no
191.75,EM,1,BC,no,no,no
191.75,IM,1,BC,no,no,no
191.75,BY,1,MBC/DNC,no,no,no
191.75,ME,1,BC,no,no,no
191.67,EE,1,MBC/DNC,no,no,no
191.67,CM,1,MBC/DNC,no,no,no
191.5,IM,1,BC,no,no,no
191.5,EE,1,MBC/DNC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,CM,1,MBC/DNC,no,no,no
191.5,IM,1,BC,no,no,no
191.5,IM,1,BC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,IM,1,BC,no,no,no
191.5,CM,1,MBC/DNC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,CS,1,SC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,EE,1,MBC/DNC,no,no,no
191.5,EE,1,MBC/DNC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,ME,1,BC,no,no,no
191.5,BY,1,BC,no,no,no
191.33,IM,1,BC,no,no,no
191.25,IM,1,BC,no,no,no
191.25,IM,1,MBC/DNC,no,no,no
191.25,BY,1,BC,no,no,no
191.25,IM,1,BC,no,no,no
191,PT,1,SC,no,no,no
191,ME,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,ME,1,BC,no,no,no
191,MI,1,MBC/DNC,no,no,no
191,ME,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,ME,1,BC,no,no,no
191,EM,1,MBC/DNC,no,no,no
191,ME,1,MBC/DNC,no,no,no
191,CE,1,BC,no,no,no
191,EM,1,MBC/DNC,no,no,no
191,IM,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,ME,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,EC,1,SC,no,no,no
191,EM,1,BCM,no,no,no
191,CS,1,SC,no,no,no
191,EM,1,MBC/DNC,no,no,no
191,IM,1,MBC/DNC,no,no,no
191,ME,1,MBC/DNC,no,no,no
191,IM,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,IM,1,BC,no,no,no
191,ME,1,BC,no,no,no
191,EE,1,SC,no,no,no
191,BY,1,MBC/DNC,no,no,no
191,CS,1,SC,no,no,no
191,ME,1,BC,no,no,no
190.75,IM,1,SC,no,no,no
190.75,IM,1,BC,no,no,no
190.75,ME,1,SC,no,no,no
190.75,ME,1,BC,no,no,no
190.75,BY,1,MBC/DNC,no,no,no
190.75,IM,1,BC,no,no,no
190.75,CE,1,BC,no,no,no
190.67,ME,1,BC,no,no,no
190.67,ME,1,BC,no,no,no
190.5,IM,1,MBC/DNC,no,no,no
190.5,IM,1,BC,no,no,no
190.5,IM,1,BC,no,no,no
190.5,GI,1,BC,no,no,no
190.5,BY,1,BC,no,no,no
190.5,ME,1,SC,no,no,no
190.5,IM,1,BC,no,no,no
190.5,ME,1,BC,no,no,no
190.5,ME,1,BCM,no,no,no
190.5,EM,1,MBC/DNC,no,no,no
190.5,ME,1,BC,no,no,no
190.5,EM,1,MBC/DNC,no,no,no
190.5,BY,1,BC,no,no,no
190.5,CE,1,OC,no,no,no
190.5,BY,1,BC,no,no,no
190.5,IM,1,BCM,no,no,no
190.5,IM,1,MBC/DNC,no,no,no
190.25,CS,1,SC,no,no,no
190,ME,1,MBC/DNC,no,no,no
190,ME,1,MBC/DNC,no,no,no
190,CE,1,BC,no,no,no
190,CE,1,BC,no,no,no
190,EE,1,BCM,no,no,no
190,ME,1,MBC/DNC,no,no,no
190,ME,1,SC,no,no,no
190,BY,1,BC,no,no,no
190,ME,1,BCM,no,no,no
190,MA,1,OC,no,no,no
190,IE,1,BC,no,no,no
190,IM,1,MBC/DNC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,CM,1,SC,no,no,no
190,GI,1,BC,no,no,no
190,IM,1,BCM,no,no,no
190,IM,1,BCM,no,no,no
190,CE,1,OC,no,no,no
190,ME,1,MBC/DNC,no,no,
190,CE,1,BC,no,no,no
190,CE,1,BC,no,no,no
190,ME,1,BCM,no,no,no
190,CE,1,BC,no,no,no
190,ME,1,MBC/DNC,no,no,no
190,CE,1,BC,no,no,no
190,ME,1,SC,no,no,no
190,BY,1,BCM,no,no,no
190,CE,1,MBC/DNC,no,no,no
190,GI,1,OC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,IM,1,MBC/DNC,no,no,no
190,IM,1,MBC/DNC,no,no,no
190,CM,1,SC,no,no,no
190,GI,1,MBC/DNC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,PT,1,BC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,MA,1,OC,no,no,no
190,GI,1,BC,no,no,no
190,IM,1,MBC/DNC,no,no,no
190,GI,1,BC,no,no,no
190,CM,1,SC,no,no,no
190,ME,1,BCM,no,no,no
190,CE,1,BC,no,no,no
190,BY,1,BC,no,no,no
190,EM,1,MBC/DNC,no,no,no
190,BY,1,MBC/DNC,no,no,no
190,IM,1,MBC/DNC,no,no,no
190,BY,1,BC,no,no,no
190,EM,1,MBC/DNC,no,no,no
189.75,PT,1,SC,no,no,no
189.75,IM,1,MBC/DNC,no,no,no
189.75,EM,1,SC,no,no,no
189.75,BY,1,BC,no,no,no
189.75,ME,1,BCM,no,no,no
189.75,CE,1,BC,no,no,no
189.75,MN,1,BC,no,no,no
189.5,CE,1,SC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,ME,1,MBC/DNC,no,no,no
189.5,GI,1,BC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,ME,1,MBC/DNC,no,no,no
189.5,ME,1,MBC/DNC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,EM,1,MBC/DNC,no,no,no
189.5,ME,1,SC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,EM,1,MBC/DNC,no,no,no
189.5,IM,1,MBC/DNC,no,no,no
189.5,CM,1,SC,no,no,no
189.5,MN,1,BC,no,no,no
189.5,IE,1,OC,no,no,no
189.5,IE,1,BC,no,no,no
189.5,EE,1,SC,no,no,no
189.5,EM,1,MBC/DNC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,BY,1,BC,no,no,no
189.5,BY,1,BC,no,no,no
189.5,BY,1,BC,no,no,no
189.5,CE,1,BC,no,no,no
189.5,BY,1,MBC/DNC,no,no,no
189.5,IM,1,MBC/DNC,no,no,no
189.5,ME,1,MBC/DNC,no,no,no
189.25,CE,1,BC,no,no,no
189.25,BY,1,BC,no,no,no
189,IM,1,MBC/DNC,no,no,no
189,BY,1,MBC/DNC,no,no,no
189,ME,1,MBC/DNC,no,no,no
189,EM,1,MBC/DNC,no,no,no
189,IM,1,MBC/DNC,no,no,no
189,IM,1,BCM,no,no,no
189,EM,1,MBC/DNC,no,no,no
189,ME,1,MBC/DNC,no,no,no
189,IE,1,BC,no,no,no
189,CE,1,BC,no,no,no
189,CE,1,BC,no,no,no
189,EM,1,MBC/DNC,no,no,no
189,ME,1,SC,no,no,no
189,IM,1,MBC/DNC,no,no,no
189,EM,1,MBC/DNC,no,no,no
189,IM,1,MBC/DNC,no,no,no
189,CM,1,SC,no,no,no
189,CE,1,BC,no,no,no
189,CE,1,BC,no,no,no
189,IM,1,MBC/DNC,no,no,no
189,EM,1,MBC/DNC,no,no,no
188.75,BY,1,SC,no,no,no
188.75,CE,1,BC,no,no,no
188.5,GI,1,BC,no,no,no
188.5,IM,1,MBC/DNC,no,no,no
188.5,MI,1,MBC/DNC,no,no,no
188.5,ME,1,MBC/DNC,no,no,no
188.5,MN,1,MBC/DNC,no,no,no
188.5,CE,1,MBC/DNC,no,no,no
188.5,BY,1,MBC/DNC,no,no,no
188.5,CE,1,BC,no,no,no
188.5,CE,1,BC,no,no,no
188.5,IE,1,BC,no,no,no
188.5,IM,1,MBC/DNC,no,no,no
188.5,IM,1,MBC/DNC,no,no,no
188.5,EE,1,SC,no,no,no
188.5,ME,1,SCA,no,no,no
188.5,ME,1,MBC/DNC,no,no,no
188.5,MI,1,BC,no,no,no
188.25,PT,1,BC,no,no,no
188.25,BY,1,BC,no,no,no
188.25,CE,1,MBC/DNC,no,no,no
188.25,ME,1,MBC/DNC,no,no,no
188,BY,1,BC,no,no,no
188,MN,1,BC,no,no,no
188,MN,1,BC,no,no,no
188,BY,1,MBC/DNC,no,no,no
188,BY,1,BCM,no,no,no
188,ME,1,MBC/DNC,no,no,no
188,CE,1,MBC/DNC,no,no,no
188,CE,1,SC,no,no,no
188,ME,1,MBC/DNC,no,no,no
188,ME,1,MBC/DNC,no,no,no
188,CE,1,MBC/DNC,no,no,no
188,CM,1,SC,no,no,no
188,ME,1,MBC/DNC,no,no,no
188,GI,1,OC,no,no,no
188,MN,1,OC,no,no,no
188,BY,1,MBC/DNC,no,no,no
187.5,MI,1,BC,no,no,no
187.5,CE,1,MBC/DNC,no,no,no
187.5,MI,1,OC,no,no,no
187.5,CE,1,MBC/DNC,no,no,no
187.5,CE,1,MBC/DNC,no,no,no
187.5,GI,1,MBC/DNC,no,no,no
187.5,CM,1,SC,no,no,no
187.5,CE,1,BCM,no,no,no
187.5,GI,1,BC,no,no,no
187.5,EE,1,SC,no,no,no
187.5,ME,1,MBC/DNC,no,no,no
187.5,ME,1,MBC/DNC,no,no,no
187.5,BY,1,MBC/DNC,no,no,no
187.5,EE,1,SC,no,no,no
187.5,CE,1,MBC/DNC,no,no,no
187.25,MN,1,MBC/DNC,no,no,no
187,ME,1,SC,no,no,no
187,CM,1,SC,no,no,no
187,ME,1,SC,no,no,no
187,CM,1,SC,no,no,no
187,IE,1,BC,no,no,no
187,MA,1,BC,no,no,no
187,GI,1,BC,no,no,no
187,IE,1,MBC/DNC,no,no,no
187,MI,1,BC,no,no,no
187,CE,1,SC,no,no,no
187,MI,1,BC,no,no,no
187,EM,1,SC,no,no,no
186.75,BY,1,SC,no,no,no
186.75,PT,1,BCM,no,no,no
186.75,CM,1,SC,no,no,no
186.5,ME,1,SC,no,no,no
186.5,MN,1,BC,no,no,no
186.5,EE,1,SC,no,no,no
186.5,CE,1,MBC/DNC,no,no,no
186.5,GI,1,BC,no,no,no
186.5,CE,1,MBC/DNC,no,no,no
186.5,GI,1,BC,no,no,no
186.5,IE,1,OC,no,no,no
186.5,GI,1,BC,no,no,no
186.5,EE,1,SC,no,no,no
186.5,GI,1,BC,no,no,no
186.5,CM,1,SCA,no,no,no
186.25,CM,1,SC,no,no,no
186,XC,1,BC,no,no,no
186,IE,1,MBC/DNC,no,no,no
186,EC,1,ST,no,no,no
186,GI,1,MBC/DNC,no,no,no
186,CE,1,BCM,no,no,no
186,CE,1,MBC/DNC,no,no,no
186,GI,1,BC,no,no,no
186,MN,1,BCM,no,no,no
186,GI,1,MBC/DNC,no,no,no
186,CM,1,SC,no,no,no
186,MI,1,BC,no,no,no
186,GI,1,BC,no,no,no
185.75,EM,1,SC,no,no,no
185.75,ME,1,SC,no,no,no
185.5,ME,1,SC,no,no,no
185.5,EM,1,SC,no,no,no
185.5,GI,1,MBC/DNC,no,no,no
185.5,EE,1,SC,no,no,no
185.5,MN,1,MBC/DNC,no,no,no
185.5,CM,1,SC,no,no,no
185.5,GI,1,BC,no,no,no
185.5,GI,1,BC,no,no,no
185.25,GI,1,BC,no,no,no
185,IE,1,OC,no,no,no
185,MN,1,BC,no,no,no
185,EM,1,SC,no,no,no
185,MA,1,OC,no,no,no
185,MN,1,OC,no,no,no
185,ME,1,SC,no,no,no
185,CE,1,SC,no,no,no
185,IE,1,MBC/DNC,no,no,no
185,IE,1,BC,no,no,no
185,IE,1,BC,no,no,no
185,XC,1,MBC/DNC,no,no,no
184.75,CM,1,SC,no,no,no
184.75,MI,1,BCM,no,no,no
184.5,EE,1,SC,no,no,no
184.5,MN,1,MBC/DNC,no,no,no
184.5,ME,1,SC,no,no,no
184.5,CM,1,SC,no,no,no
184.5,MA,1,BC,no,no,no
184.5,MN,1,BC,no,no,no
184.5,CM,1,SC,no,no,no
184.5,ME,1,SC,no,no,no
184.5,MI,1,BC,no,no,no
184.25,CE,1,SC,no,no,no
184.25,CE,1,SC,no,no,no
184.25,BY,1,SC,no,no,no
184,MN,1,BC,no,no,no
184,MN,1,BC,no,no,no
184,CE,1,SC,no,no,no
184,CM,1,SCA,no,no,no
184,MN,1,OC,no,no,no
184,EM,1,SC,no,no,no
184,IE,1,BC,no,no,no
184,GI,1,MBC/DNC,no,no,no
184,IE,1,BC,no,no,no
184,MN,1,BC,no,no,no
184,EC,1,SCA,no,no,no
184,GI,1,MBC/DNC,no,no,no
184,MI,1,BC,no,no,no
184,MA,1,OC,no,no,no
184,MN,1,BC,no,no,no
184,GI,1,MBC/DNC,no,no,no
184,MN,1,BC,no,no,no
184,MA,1,BCM,no,no,no
