cutoff_score,department,college,community,ex_serviceman,sports,differently_abled
110,CS,1445,MBC/DNC,no,no,no
109,CS,1445,MBC/DNC,no,no,no
108.5,EC,1445,MBC/DNC,no,no,no
106,CS,1445,MBC/DNC,no,no,no
106,EE,1445,MBC/DNC,no,no,no
104,CS,1445,MBC/DNC,no,no,no
100,ME,1445,BC,no,no,no
99,CS,1445,MBC/DNC,no,no,no
98,CS,1445,MBC/DNC,no,no,no
96,EE,1445,MBC/DNC,no,no,no
95.5,CS,1445,SC,no,no,no
94.5,ME,1445,MBC/DNC,no,no,no
91,CS,1445,MBC/DNC,no,no,no
90.5,ME,1445,BC,no,no,no
89.5,CS,1445,SC,no,no,no
86,CS,1445,SC,no,no,no
85.5,EE,1445,SC,no,no,no
84,ME,1445,SC,no,no,no
83.5,EC,1445,MBC/DNC,no,no,no
82,CS,1445,SC,no,no,no
149.5,IE,1447,BC,no,no,no
142,IE,1447,BC,no,no,no
138,IT,1447,BC,no,no,no
123.25,IE,1447,OC,no,no,no
123,IT,1447,BC,no,no,no
118.5,EC,1447,MBC/DNC,no,no,no
101.5,EE,1447,BC,no,no,no
100,EC,1447,BC,no,no,no
99.5,IT,1447,SC,no,no,no
97.5,IT,1447,SC,no,no,no
97,ME,1447,BC,no,no,no
94,EC,1447,MBC/DNC,no,no,no
93,IT,1447,BC,no,no,no
91,IE,1447,MBC/DNC,no,no,no
81.5,IT,1447,BC,no,no,no
128.5,ME,1449,SC,no,no,no
127,ME,1449,MBC/DNC,no,no,no
122.5,ME,1449,MBC/DNC,no,no,no
121,EC,1449,MBC/DNC,no,no,no
110.5,CS,1449,BC,no,no,no
107.5,CS,1449,MBC/DNC,no,no,no
101,EC,1449,MBC/DNC,no,no,no
98,CS,1449,MBC/DNC,no,no,no
98,CS,1449,MBC/DNC,no,no,no
94.5,ME,1449,MBC/DNC,no,no,no
94,CS,1449,MBC/DNC,no,no,no
93.5,CS,1449,MBC/DNC,no,no,no
92.5,ME,1449,MBC/DNC,no,no,no
92,CS,1449,BC,no,no,no
91.5,ME,1449,MBC/DNC,no,no,no
91.5,ME,1449,MBC/DNC,no,no,no
84.5,CS,1449,MBC/DNC,no,no,no
83.5,ME,1449,MBC/DNC,no,no,no
82.5,ME,1449,MBC/DNC,no,no,no
80,ME,1449,MBC/DNC,no,no,no
80,CS,1449,MBC/DNC,no,no,no
80,ME,1449,MBC/DNC,no,no,no
80,ME,1449,MBC/DNC,no,no,no
78,CS,1449,MBC/DNC,no,no,no
194,EC,1450,OC,no,no,no
191,CS,1450,BC,no,no,no
188.25,CS,1450,BC,no,no,no
188,CS,1450,BC,no,no,no
186.5,CS,1450,BC,no,no,no
186,CS,1450,BC,no,no,no
185.75,CS,1450,BC,no,no,no
185.5,EE,1450,BC,no,no,no
185.5,CS,1450,BC,no,no,no
185,CS,1450,BC,no,no,no
184.5,EC,1450,MBC/DNC,no,no,no
184.5,IT,1450,OC,no,no,no
183.5,CS,1450,BC,no,no,no
183,EC,1450,BC,no,no,no
182.5,CS,1450,BC,no,no,no
182.5,EC,1450,OC,no,no,no
182,EC,1450,BC,no,no,no
182,CS,1450,MBC/DNC,no,no,no
182,CS,1450,MBC/DNC,no,no,no
181.5,CS,1450,BC,no,no,no
180,EC,1450,BC,no,no,no
179.5,CS,1450,BC,no,no,no
179,ME,1450,BC,no,no,no
179,CS,1450,BC,no,no,no
178.5,EC,1450,OC,no,no,no
178.5,CS,1450,BC,no,no,no
178.5,CS,1450,BC,no,no,no
178,CS,1450,BC,no,no,no
178,IT,1450,BC,no,no,no
178,EC,1450,BC,no,no,no
178,IT,1450,BC,no,no,no
194.25,EC,1450,BC,no,no,no
182,EC,1450,BC,no,no,no
181.5,IT,1450,BC,no,no,no
181,EC,1450,BC,no,no,no
180.5,EC,1450,BC,no,no,no
177.5,EC,1450,BC,no,no,no
177.5,CS,1450,MBC/DNC,no,no,no
177.5,EC,1450,BC,no,no,no
177,EC,1450,BC,no,no,no
177,CS,1450,MBC/DNC,no,no,no
177,EC,1450,BC,no,no,no
176.5,ME,1450,BC,no,no,no
176,EE,1450,BC,no,no,no
175.5,CS,1450,MBC/DNC,no,no,no
175.5,EE,1450,BC,no,no,no
175,EE,1450,BC,no,no,no
175,IT,1450,BC,no,no,no
175,EE,1450,BC,no,no,no
175,IT,1450,BC,no,no,no
175,IT,1450,BC,no,no,no
174.75,EC,1450,MBC/DNC,no,no,no
174.5,ME,1450,BC,no,no,no
174.5,EE,1450,BC,no,no,no
174.5,IT,1450,BC,no,no,no
174.5,IT,1450,BC,no,no,no
174.5,IT,1450,BC,no,no,no
174,IT,1450,BCM,no,no,no
173.5,IT,1450,BC,no,no,no
173.5,CS,1450,BCM,no,no,no
173.5,IT,1450,BC,no,no,no
173,IT,1450,BC,no,no,no
173,ME,1450,BC,no,no,no
173,IT,1450,BC,no,no,no
173,IT,1450,MBC/DNC,no,no,no
172.5,EE,1450,MBC/DNC,no,no,no
172,EC,1450,MBC/DNC,no,no,no
172,IT,1450,MBC/DNC,no,no,no
172,IT,1450,BC,no,no,no
171.5,IT,1450,BC,no,no,no
171.5,EE,1450,BC,no,no,no
171,EE,1450,BC,no,no,no
171,ME,1450,BC,no,no,no
171,ME,1450,BC,no,no,no
171,EE,1450,BC,no,no,no
171,ME,1450,OC,no,no,no
170.5,EE,1450,BC,no,no,no
169.5,IT,1450,BC,no,no,no
169.5,EC,1450,BCM,no,no,no
169,EE,1450,BC,no,no,no
168,CS,1450,SC,no,no,no
168,ME,1450,BCM,no,no,no
168,EC,1450,MBC/DNC,no,no,no
168,EE,1450,BC,no,no,no
167.75,EC,1450,MBC/DNC,no,no,no
167.5,EE,1450,BC,no,no,no
167,EE,1450,BC,no,no,no
166.5,EE,1450,BC,no,no,no
166.5,ME,1450,BC,no,no,no
166,ME,1450,BCM,no,no,no
166,ME,1450,BC,no,no,no
165.5,EC,1450,MBC/DNC,no,no,no
165.5,EC,1450,MBC/DNC,no,no,no
165.33,CS,1450,SC,no,no,no
165,IT,1450,MBC/DNC,no,no,no
164,CS,1450,SC,no,no,no
164,ME,1450,BCM,no,no,no
164,ME,1450,BC,no,no,no
164,ME,1450,BC,no,no,no
162.5,IT,1450,MBC/DNC,no,no,no
162,ME,1450,MBC/DNC,no,no,no
161.5,ME,1450,BC,no,no,no
161.5,ME,1450,BC,no,no,no
160.5,ME,1450,BC,no,no,no
160.5,ME,1450,BC,no,no,no
160.5,ME,1450,BCM,no,no,no
160,CS,1450,SC,no,no,no
160,ME,1450,BC,no,no,no
159.5,ME,1450,BC,no,no,no
159,EC,1450,SC,no,no,no
159,EE,1450,MBC/DNC,no,no,no
158,ME,1450,BC,no,no,no
158,ME,1450,MBC/DNC,no,no,no
158,EC,1450,SC,no,no,no
157.5,ME,1450,BC,no,no,no
157,ME,1450,BC,no,no,no
156.5,ME,1450,BC,no,no,no
156.5,IT,1450,MBC/DNC,no,no,no
156,ME,1450,BC,no,no,no
155.5,EE,1450,SC,no,no,no
155,ME,1450,BCM,no,no,no
155,ME,1450,BC,no,no,no
154.5,EC,1450,SC,no,no,no
153,IT,1450,MBC/DNC,no,no,no
153,ME,1450,BC,no,no,no
153,ME,1450,BC,no,no,no
152.5,IT,1450,SC,no,no,no
152.5,EE,1450,MBC/DNC,no,no,no
152.5,ME,1450,BC,no,no,no
152,EE,1450,MBC/DNC,no,no,no
151.5,EE,1450,MBC/DNC,no,no,no
151.5,ME,1450,BC,no,no,no
150.5,ME,1450,BC,no,no,no
150.5,IT,1450,SC,no,no,no
150.5,ME,1450,MBC/DNC,no,no,no
150,ME,1450,MBC/DNC,no,no,no
150,ME,1450,MBC/DNC,no,no,no
163,EE,1450,MBC/DNC,no,no,no
158.5,EE,1450,BCM,no,no,no
148.5,EC,1450,SC,no,no,no
148.5,CS,1450,SC,no,no,no
148,IT,1450,SC,no,no,no
147.5,IT,1450,SC,no,no,no
146.5,EE,1450,MBC/DNC,no,no,no
146,ME,1450,MBC/DNC,no,no,no
145,ME,1450,MBC/DNC,no,no,no
143.5,ME,1450,SC,no,no,no
142,EE,1450,SC,no,no,no
142,ME,1450,MBC/DNC,no,no,no
141.5,ME,1450,SC,no,no,no
139.75,EE,1450,SC,no,no,no
137.5,ME,1450,SC,no,no,no
135,ME,1450,MBC/DNC,no,no,no
134,ME,1450,SC,no,no,no
129,ME,1450,MBC/DNC,no,no,no
127,EE,1450,SC,no,no,no
124.5,ME,1450,SC,no,no,no
123,ME,1450,MBC/DNC,no,no,no
121.5,ME,1450,SC,no,no,no
121.5,ME,1450,SC,no,no,no
120.5,ME,1450,MBC/DNC,no,no,no
119,ME,1450,MBC/DNC,no,no,no
118.5,ME,1450,SC,no,no,no
116.5,ME,1450,SC,no,no,no
102.5,CS,1450,SCA,no,no,no
98,IT,1450,SCA,no,no,no
176.5,EC,1452,SC,no,no,no
176.5,CS,1452,MBC/DNC,no,no,no
176,CE,1452,BC,no,no,no
175,EE,1452,MBC/DNC,no,no,no
164,CS,1452,BC,no,no,no
163,EE,1452,MBC/DNC,no,no,no
161.5,EC,1452,BC,no,no,no
161,CS,1452,MBC/DNC,no,no,no
161,CS,1452,BC,no,no,no
160.5,EC,1452,BC,no,no,no
155.5,EC,1452,MBC/DNC,no,no,no
155,ME,1452,BC,no,no,no
154.5,CS,1452,BCM,no,no,no
153.5,CS,1452,SC,no,no,no
151,EE,1452,BC,no,no,no
151,CS,1452,BC,no,no,no
150,CS,1452,MBC/DNC,no,no,no
177.5,EE,1452,BC,no,no,no
149.5,EC,1452,MBC/DNC,no,no,no
147.5,EE,1452,BC,no,no,no
147.5,EC,1452,BC,no,no,no
145,CS,1452,SC,no,no,no
141.5,CS,1452,BC,no,no,no
140.5,EC,1452,BC,no,no,no
139.5,CS,1452,BC,no,no,no
137,CS,1452,BC,no,no,no
137,CS,1452,BC,no,no,no
136.5,CS,1452,BC,no,no,no
136.5,CS,1452,MBC/DNC,no,no,no
136,CS,1452,MBC/DNC,no,no,no
135.5,CS,1452,BC,no,no,no
134.5,EC,1452,MBC/DNC,no,no,no
134,CS,1452,BC,no,no,no
132.5,CS,1452,MBC/DNC,no,no,no
132,CS,1452,BC,no,no,no
132,CS,1452,BC,no,no,no
130,EC,1452,MBC/DNC,no,no,no
129,ME,1452,BC,no,no,no
129,CS,1452,BC,no,no,no
128,EC,1452,BC,no,no,no
128,CS,1452,BC,no,no,no
125.5,EC,1452,BC,no,no,no
125.5,CS,1452,BC,no,no,no
125.5,CS,1452,MBC/DNC,no,no,no
123,CS,1452,BC,no,no,no
121.5,CS,1452,BC,no,no,no
121,CS,1452,BC,no,no,no
121,CS,1452,MBC/DNC,no,no,no
120.5,CS,1452,BC,no,no,no
120.5,EE,1452,SC,no,no,no
120.5,CS,1452,SC,no,no,no
119.5,EC,1452,BC,no,no,no
119,CS,1452,BC,no,no,no
118.5,CS,1452,BC,no,no,no
118,CS,1452,MBC/DNC,no,no,no
118,ME,1452,SC,no,no,no
117,CS,1452,BCM,no,no,no
117,ME,1452,SC,no,no,no
116.5,ME,1452,BC,no,no,no
116,EC,1452,BC,no,no,no
115.5,CS,1452,BC,no,no,no
145,CS,1452,MBC/DNC,no,no,no
117,CS,1452,BCM,no,no,no
116,CS,1452,MBC/DNC,no,no,no
112.5,ME,1452,BCM,no,no,no
111.5,CS,1452,BC,no,no,no
111.5,CE,1452,BC,no,no,no
111,ME,1452,MBC/DNC,no,no,no
111,CS,1452,BC,no,no,no
111,EC,1452,BC,no,no,no
110,EE,1452,SC,no,no,no
109.5,CS,1452,BC,no,no,no
108.5,CS,1452,BC,no,no,no
108,CS,1452,SC,no,no,no
106.5,CS,1452,MBC/DNC,no,no,no
106.5,CS,1452,MBC/DNC,no,no,no
106.5,CS,1452,BC,no,no,no
106.25,ME,1452,MBC/DNC,no,no,no
105,CS,1452,BC,no,no,no
105,EC,1452,SC,no,no,no
104.5,CS,1452,BC,no,no,no
104,EE,1452,SC,no,no,no
104,CS,1452,BC,no,no,no
104,CS,1452,BC,no,no,no
103.5,CS,1452,MBC/DNC,no,no,no
103.5,CS,1452,MBC/DNC,no,no,no
103,ME,1452,BCM,no,no,no
103,CE,1452,BC,no,no,no
102.5,CS,1452,SC,no,no,no
102.5,CE,1452,OC,no,no,no
102,CS,1452,BC,no,no,no
101,EE,1452,MBC/DNC,no,no,no
100.5,CS,1452,MBC/DNC,no,no,no
100.5,EC,1452,BC,no,no,no
100,ME,1452,BC,no,no,no
100,CE,1452,BCM,no,no,no
99,CS,1452,SCA,no,no,no
98,ME,1452,BC,no,no,no
98,ME,1452,MBC/DNC,no,no,no
98,CS,1452,BC,no,no,no
97,CS,1452,BC,no,no,no
96.5,CS,1452,BC,no,no,no
96,CS,1452,SC,no,no,no
95.5,CS,1452,MBC/DNC,no,no,no
95,CS,1452,MBC/DNC,no,no,no
93,EE,1452,OC,no,no,no
91.5,EC,1452,BC,no,no,no
90.5,CE,1452,ST,no,no,no
90,ME,1452,BC,no,no,no
88.5,ME,1452,SC,no,no,no
87,CS,1452,ST,no,no,no
82.5,ME,1452,SC,no,no,no
81.5,CS,1452,MBC/DNC,no,no,no
80.5,CS,1452,SC,no,no,no
80,CS,1452,BC,no,no,no
80,CS,1452,SC,no,no,no
80,CS,1452,SC,no,no,no
80,ME,1452,MBC/DNC,no,no,no
79,CS,1452,SC,no,no,no
173.5,IT,1501,BC,no,no,no
171.5,IT,1501,MBC/DNC,no,no,no
146,CS,1501,OC,no,no,no
143.5,CS,1501,OC,no,no,no
140,EC,1501,BC,no,no,no
138,EE,1501,MBC/DNC,no,no,no
135,CS,1501,OC,no,no,no
133,EC,1501,MBC/DNC,no,no,no
128,CS,1501,SC,no,no,no
127.5,CS,1501,BC,no,no,no
127,ME,1501,MBC/DNC,no,no,no
126.75,CS,1501,MBC/DNC,no,no,no
125.5,EC,1501,OC,no,no,no
125.5,CS,1501,MBC/DNC,no,no,no
123.5,EC,1501,SC,no,no,no
122,CS,1501,BC,no,no,no
121.5,EC,1501,MBC/DNC,no,no,no
120.5,EC,1501,MBC/DNC,no,no,no
118,ME,1501,MBC/DNC,no,no,no
117,CS,1501,BC,no,no,no
153,CS,1501,BC,no,no,no
114.5,IT,1501,MBC/DNC,no,no,no
113.5,EE,1501,MBC/DNC,no,no,no
112,CS,1501,MBC/DNC,no,no,no
110.5,EC,1501,BC,no,no,no
110,CS,1501,MBC/DNC,no,no,no
109.5,IT,1501,MBC/DNC,no,no,no
108,CS,1501,BC,no,no,no
107.5,EC,1501,OC,no,no,no
107,CE,1501,MBC/DNC,no,no,no
107,CS,1501,BC,no,no,no
106,CS,1501,MBC/DNC,no,no,no
105.5,EE,1501,SC,no,no,no
104,CS,1501,MBC/DNC,no,no,no
104,ME,1501,BC,no,no,no
102,ME,1501,BC,no,no,no
102,IT,1501,BC,no,no,no
102,CS,1501,MBC/DNC,no,no,no
101.5,IT,1501,OC,no,no,no
99.5,CS,1501,MBC/DNC,no,no,no
98,CS,1501,BC,no,no,no
96.5,CS,1501,MBC/DNC,no,no,no
95.5,EC,1501,BC,no,no,no
95,CE,1501,SC,no,no,no
94,EC,1501,BC,no,no,no
93.5,IT,1501,BC,no,no,no
92.5,EE,1501,BC,no,no,no
92,IT,1501,SC,no,no,no
90.5,CE,1501,SC,no,no,no
90.5,ME,1501,BC,no,no,no
90,EE,1501,MBC/DNC,no,no,no
89,IT,1501,BC,no,no,no
88.5,CS,1501,BC,no,no,no
87.5,CE,1501,BC,no,no,no
83.5,EE,1501,MBC/DNC,no,no,no
82,EC,1501,BC,no,no,no
80,ME,1501,BC,no,no,no
155.5,CH,1503,BC,no,no,no
141,EC,1503,MBC/DNC,no,no,no
132,EC,1503,MBC/DNC,no,no,no
113.5,BT,1503,MBC/DNC,no,no,no
89,ME,1503,MBC/DNC,no,no,no
88.5,EC,1503,SC,no,no,no
87,BT,1503,MBC/DNC,no,no,no
182.5,CS,1504,MBC/DNC,no,no,no
169,EC,1504,BCM,no,no,no
165.5,EE,1504,BC,no,no,no
165,IT,1504,BC,no,no,no
161,CS,1504,BC,no,no,no
161,BT,1504,MBC/DNC,no,no,no
160.5,IT,1504,MBC/DNC,no,no,no
160,IT,1504,BC,no,no,no
157.5,EC,1504,BC,no,no,no
156.5,CS,1504,BC,no,no,no
156,CS,1504,BC,no,no,no
155.5,CS,1504,BC,no,no,no
154.5,CS,1504,BC,no,no,no
151.5,BT,1504,BC,no,no,no
175,CH,1504,BC,no,no,no
171.5,EC,1504,BC,no,no,no
165.5,BT,1504,BC,no,no,no
162.5,CH,1504,MBC/DNC,no,no,no
162,BT,1504,BC,no,no,no
161.5,EC,1504,BC,no,no,no
160.5,EI,1504,BC,no,no,no
151,CH,1504,BC,no,no,no
149.5,EC,1504,BC,no,no,no
148,BT,1504,MBC/DNC,no,no,no
146.5,EC,1504,BC,no,no,no
145,ME,1504,BC,no,no,no
144.5,CS,1504,BCM,no,no,no
144.5,CH,1504,MBC/DNC,no,no,no
143.5,CS,1504,BC,no,no,no
142,CS,1504,MBC/DNC,no,no,no
141,CH,1504,BC,no,no,no
138,BT,1504,MBC/DNC,no,no,no
137,CS,1504,MBC/DNC,no,no,no
136.5,BT,1504,BC,no,no,no
136.5,CS,1504,MBC/DNC,no,no,no
136.5,BT,1504,MBC/DNC,no,no,no
135,CH,1504,MBC/DNC,no,no,no
134.5,IT,1504,BC,no,no,no
134.5,CH,1504,MBC/DNC,no,no,no
134,CS,1504,MBC/DNC,no,no,no
133.5,CS,1504,BC,no,no,no
133,CS,1504,BC,no,no,no
132.5,EE,1504,BC,no,no,no
132.5,CS,1504,BC,no,no,no
132,CS,1504,MBC/DNC,no,no,no
131,CS,1504,MBC/DNC,no,no,no
131,IT,1504,BC,no,no,no
130.5,CS,1504,BC,no,no,no
129.5,EC,1504,BC,no,no,no
128.5,CS,1504,BC,no,no,no
127.5,CH,1504,BC,no,no,no
127,ME,1504,MBC/DNC,no,no,no
126.5,CS,1504,BC,no,no,no
126.5,ME,1504,BC,no,no,no
126,IT,1504,MBC/DNC,no,no,no
126,AU,1504,BC,no,no,no
125.5,EE,1504,MBC/DNC,no,no,no
125.5,CS,1504,BC,no,no,no
125,CS,1504,MBC/DNC,no,no,no
124.5,IT,1504,MBC/DNC,no,no,no
124.5,CH,1504,MBC/DNC,no,no,no
123.5,CE,1504,MBC/DNC,no,no,no
123,CS,1504,OC,no,no,no
122.5,AU,1504,SC,no,no,no
122,EE,1504,BC,no,no,no
122,CH,1504,MBC/DNC,no,no,no
122,CS,1504,BC,no,no,no
121.5,ME,1504,BC,no,no,no
121,CS,1504,MBC/DNC,no,no,no
121,CH,1504,MBC/DNC,no,no,no
121,BT,1504,OC,no,no,no
120.5,CS,1504,BC,no,no,no
120,CS,1504,BC,no,no,no
119.5,CS,1504,MBC/DNC,no,no,no
119.5,CH,1504,BC,no,no,no
119,ME,1504,MBC/DNC,no,no,no
118,EC,1504,BC,no,no,no
117.5,ME,1504,MBC/DNC,no,no,no
116.5,IT,1504,BC,no,no,no
116.5,CS,1504,BC,no,no,no
116.5,EC,1504,BC,no,no,no
115.5,CS,1504,SC,no,no,no
115.5,BT,1504,MBC/DNC,no,no,no
115.5,EC,1504,SC,no,no,no
115,CH,1504,BC,no,no,no
167.5,CS,1504,BC,no,no,no
149.5,CS,1504,BC,no,no,no
142,EE,1504,SC,no,no,no
140.5,CS,1504,BC,no,no,no
138.5,AU,1504,MBC/DNC,no,no,no
135,BT,1504,MBC/DNC,no,no,no
123.5,EE,1504,MBC/DNC,no,no,no
117,EC,1504,BC,no,no,no
116,CS,1504,BCM,no,no,no
114.5,ME,1504,BC,no,no,no
114.5,EC,1504,MBC/DNC,no,no,no
113.5,CE,1504,MBC/DNC,no,no,no
113,EC,1504,BC,no,no,no
113,IT,1504,BC,no,no,no
112.5,BT,1504,MBC/DNC,no,no,no
112.5,ME,1504,MBC/DNC,no,no,no
112,CS,1504,BC,no,no,no
111.5,EC,1504,BC,no,no,no
110.5,EE,1504,SC,no,no,no
110,CS,1504,MBC/DNC,no,no,no
110,CS,1504,BC,no,no,no
109.5,CS,1504,BCM,no,no,no
109.5,EC,1504,OC,no,no,no
109,BT,1504,MBC/DNC,no,no,no
109,EC,1504,BC,no,no,no
108.5,BT,1504,BC,no,no,no
108.5,EE,1504,BC,no,no,no
108,IT,1504,MBC/DNC,no,no,no
108,EC,1504,BC,no,no,no
108,ME,1504,MBC/DNC,no,no,no
108,CS,1504,MBC/DNC,no,no,no
108,BT,1504,MBC/DNC,no,no,no
106,CS,1504,MBC/DNC,no,no,no
105.5,EE,1504,BC,no,no,no
104.5,EC,1504,MBC/DNC,no,no,no
104,CS,1504,MBC/DNC,no,no,no
104,IT,1504,BCM,no,no,no
104,CS,1504,MBC/DNC,no,no,no
103.5,CS,1504,BC,no,no,no
103,IT,1504,SC,no,no,no
103,CH,1504,BC,no,no,no
102.5,IT,1504,BC,no,no,no
102.5,CS,1504,BC,no,no,no
102.5,ME,1504,MBC/DNC,no,no,no
102.5,ME,1504,SC,no,no,no
102.5,ME,1504,OC,no,no,no
102,EC,1504,BC,no,no,no
102,CS,1504,BC,no,no,no
101.5,CS,1504,BC,no,no,no
101.5,CS,1504,BC,no,no,no
101.5,EE,1504,SC,no,no,no
101,IT,1504,BCM,no,no,no
101,CS,1504,SC,no,no,no
101,CS,1504,MBC/DNC,no,no,no
99.5,CS,1504,MBC/DNC,no,no,no
99.5,CS,1504,BC,no,no,no
99.5,ME,1504,BC,no,no,no
99.5,IT,1504,MBC/DNC,no,no,no
98.5,EE,1504,SC,no,no,no
98.25,EC,1504,SC,no,no,no
98,CS,1504,MBC/DNC,no,no,no
97.5,CS,1504,SC,no,no,no
97,EE,1504,BC,no,no,no
97,ME,1504,MBC/DNC,no,no,no
97,EC,1504,OC,no,no,no
96.5,BT,1504,MBC/DNC,no,no,no
96,ME,1504,BCM,no,no,no
95.5,IT,1504,BCM,no,no,no
95.5,CE,1504,SC,no,no,no
95,ME,1504,MBC/DNC,no,no,no
95,CS,1504,MBC/DNC,no,no,no
94,ME,1504,MBC/DNC,no,no,no
93.5,IT,1504,BC,no,no,no
93,CE,1504,SC,no,no,no
92.5,CS,1504,BC,no,no,no
92.5,EC,1504,MBC/DNC,no,no,no
92,CS,1504,BC,no,no,no
92,ME,1504,SC,no,no,no
92,CS,1504,BC,no,no,no
91.5,CH,1504,BC,no,no,no
91.5,EE,1504,BC,no,no,no
91.5,EI,1504,MBC/DNC,no,no,no
91,EE,1504,SCA,no,no,no
91,EC,1504,BC,no,no,no
90.5,IT,1504,BC,no,no,no
90,EC,1504,OC,no,no,no
90,EE,1504,BCM,no,no,no
89.5,BT,1504,BC,no,no,no
89.5,BT,1504,SC,no,no,no
88.5,ME,1504,SC,no,no,no
88,EE,1504,MBC/DNC,no,no,no
88,EE,1504,SC,no,no,no
87,EE,1504,MBC/DNC,no,no,no
87,CS,1504,BC,no,no,no
86.5,CS,1504,MBC/DNC,no,no,no
85.5,CS,1504,MBC/DNC,no,no,no
85,ME,1504,MBC/DNC,no,no,no
85,CE,1504,BC,no,no,no
85,ME,1504,BC,no,no,no
84.5,IT,1504,MBC/DNC,no,no,no
83.5,ME,1504,SCA,no,no,no
83.5,ME,1504,MBC/DNC,no,no,no
83,IT,1504,BC,no,no,no
83,ME,1504,BCM,no,no,no
82.5,CS,1504,MBC/DNC,no,no,no
80.5,IT,1504,BC,no,no,no
167.5,CS,1505,BCM,no,no,no
166,CS,1505,BC,no,no,no
163.5,AE,1505,MBC/DNC,no,no,no
159.5,CS,1505,OC,no,no,no
157,CS,1505,BCM,no,no,no
149.5,EC,1505,BC,no,no,no
148,EC,1505,BC,no,no,no
145.5,IT,1505,BC,no,no,no
144,IT,1505,BC,no,no,no
144,EC,1505,BC,no,no,no
142.5,EE,1505,BC,no,no,no
141.5,EC,1505,BC,no,no,no
141.5,AE,1505,BCM,no,no,no
141,CS,1505,BC,no,no,no
141,EC,1505,BC,no,no,no
139.5,CS,1505,BCM,no,no,no
139.5,CS,1505,SCA,no,no,no
139.5,IT,1505,BCM,no,no,no
139,IT,1505,BC,no,no,no
137.5,CS,1505,MBC/DNC,no,no,no
136.5,IT,1505,BCM,no,no,no
134.5,CS,1505,MBC/DNC,no,no,no
133.5,ME,1505,BCM,no,no,no
132.5,IT,1505,BC,no,no,no
132,CS,1505,MBC/DNC,no,no,no
132,EC,1505,MBC/DNC,no,no,no
130,CS,1505,MBC/DNC,no,no,no
130,CS,1505,SC,no,no,no
129.5,IT,1505,BC,no,no,no
129,CS,1505,MBC/DNC,no,no,no
126.5,CS,1505,BC,no,no,no
126.5,CS,1505,BCM,no,no,no
126.5,CS,1505,BCM,no,no,no
126,CS,1505,MBC/DNC,no,no,no
124,CS,1505,BCM,no,no,no
123.5,CS,1505,BC,no,no,no
123,CS,1505,BC,no,no,no
122,CS,1505,BC,no,no,no
121.5,CS,1505,BCM,no,no,no
119.5,IT,1505,BCM,no,no,no
119,CS,1505,BC,no,no,no
119,IT,1505,MBC/DNC,no,no,no
119,CS,1505,BC,no,no,no
118.5,EC,1505,BC,no,no,no
117.5,EE,1505,MBC/DNC,no,no,no
117.5,CS,1505,BCM,no,no,no
116,EC,1505,BC,no,no,no
116,IT,1505,BC,no,no,no
116,IT,1505,MBC/DNC,no,no,no
144.5,IT,1505,BC,no,no,no
143,EC,1505,MBC/DNC,no,no,no
142.5,EC,1505,MBC/DNC,no,no,no
132.5,EC,1505,MBC/DNC,no,no,no
115.5,CS,1505,SC,no,no,no
113.5,CS,1505,BC,no,no,no
113,CS,1505,BC,no,no,no
112.5,CS,1505,BC,no,no,no
112.5,CS,1505,BCM,no,no,no
112.5,CS,1505,BC,no,no,no
111.5,EC,1505,MBC/DNC,no,no,no
111.5,CS,1505,MBC/DNC,no,no,no
111,CS,1505,BC,no,no,no
111,ME,1505,BC,no,no,no
110.5,CS,1505,MBC/DNC,no,no,no
109.5,IT,1505,BC,no,no,no
109.5,EE,1505,SC,no,no,no
109,ME,1505,MBC/DNC,no,no,no
108.5,CS,1505,BCM,no,no,no
107.5,EC,1505,MBC/DNC,no,no,no
107.5,CS,1505,MBC/DNC,no,no,no
107,ME,1505,BC,no,no,no
107,CS,1505,BC,no,no,no
107,IT,1505,MBC/DNC,no,no,no
107,CS,1505,BC,no,no,no
106,IT,1505,MBC/DNC,no,no,no
106,ME,1505,MBC/DNC,no,no,no
105.5,ME,1505,MBC/DNC,no,no,no
105.5,CS,1505,BCM,no,no,no
105,CS,1505,BC,no,no,no
104,CS,1505,MBC/DNC,no,no,no
104,IT,1505,MBC/DNC,no,no,no
104,IT,1505,BCM,no,no,no
104,CS,1505,BC,no,no,no
103.5,CS,1505,BC,no,no,no
102.5,EC,1505,BCM,no,no,no
102.5,IT,1505,BC,no,no,no
101,EC,1505,BCM,no,no,no
100,ME,1505,BC,no,no,no
100,CS,1505,BC,no,no,no
100,IT,1505,BC,no,no,no
99.5,CS,1505,BC,no,no,no
99.5,CS,1505,MBC/DNC,no,no,no
98.5,IT,1505,BCM,no,no,no
98,IT,1505,BC,no,no,no
97.5,ME,1505,BCM,no,no,no
97,IT,1505,MBC/DNC,no,no,no
97,EC,1505,BC,no,no,no
96.5,EC,1505,OC,no,no,no
96.5,CS,1505,MBC/DNC,no,no,no
96,ME,1505,BCM,no,no,no
96,ME,1505,SC,no,no,no
96,EC,1505,MBC/DNC,no,no,no
96,CS,1505,BC,no,no,no
95.5,CS,1505,BC,no,no,no
95.5,CS,1505,BC,no,no,no
95.5,EC,1505,BC,no,no,no
95.5,ME,1505,BC,no,no,no
95.5,CS,1505,BC,no,no,no
95.5,IT,1505,BC,no,no,no
95,EC,1505,OC,no,no,no
